subscription_id,opportunity_id,account,product,sales_agent,start_date,renewal_date,starting_arr,renewal_outcome,renewal_arr
SUB-00800,XUGTSB00,Ron-tech,MG Advanced,Niesha Huffines,2017-03-19,2018-03-19,3167.0,Churned,0.0
SUB-00801,I0TSIELX,Xx-holding,GTX Plus Basic,Rosalina Dieter,2017-05-29,2018-05-28,987.0,Renewed Flat,987.0
SUB-00802,UMZ986GC,Dontechi,MG Advanced,Versie Hillebrand,2017-05-24,2018-05-24,3428.0,Churned,0.0
SUB-00803,RZI9HX5X,Hottechi,GTX Plus Basic,Zane Levy,2017-05-31,2018-05-28,1149.0,Renewed Flat,1149.0
SUB-00804,WFJPWN9O,Globex Corporation,GTX Plus Pro,Anna Snelling,2017-06-11,2018-06-11,6023.0,Renewed Flat,6023.0
SUB-00805,S93L97VV,Scottech,MG Special,Cecily Lampkin,2017-03-17,2018-03-17,47.0,Expansion,64.52
SUB-00806,HRU8FNE1,Donquadtech,GTX Basic,Corliss Cosme,2017-03-10,2018-03-10,542.0,Renewed Flat,542.0
SUB-00807,JDFN8AZI,Xx-zobam,GTXPro,Corliss Cosme,2017-03-16,2018-03-16,4980.0,Renewed Flat,4980.0
SUB-00808,11EK1VP7,Funholding,GTXPro,Darcel Schlecht,2017-05-28,2018-05-28,4978.0,Renewed Flat,4978.0
SUB-00809,50HQRWGJ,Vehement Capital Partners,GTXPro,Donn Cantrell,2017-06-10,2018-06-10,5256.0,Churned,0.0
SUB-00810,N90VSHI2,Hottechi,GTXPro,Elease Gluck,2017-06-07,2018-06-07,4327.0,Renewed Flat,4327.0
SUB-00811,21PRD9FN,Donware,GTXPro,Garret Kinder,2017-05-15,2018-05-15,5022.0,Renewed Flat,5022.0
SUB-00812,ITIQJARB,Bioholding,GTX Plus Pro,Gladys Colclough,2017-03-11,2018-03-11,4887.0,Renewed Flat,4887.0
SUB-00813,EAUV9J9L,Stanredtax,MG Advanced,Gladys Colclough,2017-03-21,2018-03-21,3724.0,Churned,0.0
SUB-00814,XWEZ1WNK,Y-corporation,GTX Basic,James Ascencio,2017-03-11,2018-03-11,535.0,Renewed Flat,535.0
SUB-00815,CJ5U6GX3,Singletechno,MG Advanced,Markita Hansen,2017-03-15,2018-03-15,3969.0,Renewed Flat,3969.0
SUB-00816,HDUV7VJN,Toughzap,GTX Plus Pro,Moses Frase,2017-03-13,2018-03-13,6805.0,Renewed Flat,6805.0
SUB-00817,5OCY2XME,Isdom,GTX Plus Basic,Niesha Huffines,2017-06-12,2018-06-12,1190.0,Expansion,1646.71
SUB-00818,1YB00UYY,Condax,GTX Plus Pro,Rosie Papadopoulos,2017-05-29,2018-05-28,4821.0,Renewed Flat,4821.0
SUB-00819,Y23HQJRG,Kinnamplus,MG Special,Violet Mclelland,2017-05-06,2018-05-06,53.0,Expansion,60.76
SUB-00820,9HXSC391,Vehement Capital Partners,MG Advanced,Cassey Cress,2017-05-22,2018-05-22,3087.0,Renewed Flat,3087.0
SUB-00821,ENOMNCOJ,Bioholding,MG Special,Cecily Lampkin,2017-06-03,2018-06-03,59.0,Renewed Flat,59.0
SUB-00822,CG4TWLUR,Bubba Gump,GTX Plus Basic,Corliss Cosme,2017-06-02,2018-06-02,857.0,Renewed Flat,857.0
SUB-00823,0FIG6ZP2,Massive Dynamic,GTX Plus Basic,Daniell Hammack,2017-06-27,2018-06-27,1142.0,Renewed Flat,1142.0
SUB-00824,IA62KQBO,Ganjaflex,GTX Basic,Donn Cantrell,2017-05-14,2018-05-14,566.0,Contraction,345.16
SUB-00825,C54ZXDLT,Xx-zobam,MG Advanced,Garret Kinder,2017-03-18,2018-03-18,4291.0,Renewed Flat,4291.0
SUB-00826,X96MMTCI,Rantouch,GTX Plus Basic,Hayden Neloms,2017-06-16,2018-06-16,1039.0,Renewed Flat,1039.0
SUB-00827,P4RDU8QM,Xx-holding,MG Advanced,Hayden Neloms,2017-05-19,2018-05-19,3151.0,Contraction,2699.26
SUB-00828,7C9Q2ZA3,Gogozoom,GTX Basic,Jonathan Berthelot,2017-03-24,2018-03-24,590.0,Renewed Flat,590.0
SUB-00829,YZ1EYM3Y,Ron-tech,MG Advanced,Jonathan Berthelot,2017-03-18,2018-03-18,3217.0,Renewed Flat,3217.0
SUB-00830,M7J5BV9Q,Zoomit,GTX Basic,Kami Bicknell,2017-03-11,2018-03-11,597.0,Renewed Flat,597.0
SUB-00831,MDRX39D8,Newex,GTXPro,Kary Hendrixson,2017-05-11,2018-05-11,4918.0,Contraction,3479.99
SUB-00832,7GRFWF1U,Scotfind,GTXPro,Kary Hendrixson,2017-03-19,2018-03-19,5266.0,Renewed Flat,5266.0
SUB-00833,CDA8Y12G,Blackzim,MG Special,Markita Hansen,2017-05-07,2018-05-07,61.0,Renewed Flat,61.0
SUB-00834,RYLLRATF,Faxquote,MG Advanced,Markita Hansen,2017-05-31,2018-05-28,3470.0,Renewed Flat,3470.0
SUB-00835,Y38ULZPM,Newex,MG Special,Rosalina Dieter,2017-05-28,2018-05-28,48.0,Expansion,59.35
SUB-00836,YFP8IZ98,Acme Corporation,MG Special,Rosie Papadopoulos,2017-06-22,2018-06-22,61.0,Renewed Flat,61.0
SUB-00837,E5UW8AGQ,Streethex,GTX Basic,Anna Snelling,2017-06-11,2018-06-11,595.0,Renewed Flat,595.0
SUB-00838,EWA9JFBA,Zumgoity,MG Special,Anna Snelling,2017-06-01,2018-06-01,51.0,Renewed Flat,51.0
SUB-00839,MK57PHV1,Kan-code,GTXPro,Cassey Cress,2017-05-25,2018-05-25,4624.0,Renewed Flat,4624.0
SUB-00840,D01U0UR8,Funholding,GTX Basic,Darcel Schlecht,2017-06-17,2018-06-17,571.0,Expansion,669.82
SUB-00841,9LFX3HBC,Lexiqvolax,MG Advanced,Elease Gluck,2017-03-25,2018-03-25,3333.0,Renewed Flat,3333.0
SUB-00842,JP3IMU5X,Isdom,GTX Plus Pro,Gladys Colclough,2017-05-16,2018-05-16,4853.0,Renewed Flat,4853.0
SUB-00843,5I8WOI8P,Toughzap,MG Special,Gladys Colclough,2017-06-08,2018-06-08,51.0,Renewed Flat,51.0
SUB-00844,GMVW87C4,Cheers,GTXPro,Kami Bicknell,2017-06-17,2018-06-17,5035.0,Expansion,5851.41
SUB-00845,NY9ARKRE,Codehow,MG Special,Marty Freudenburg,2017-06-01,2018-06-01,51.0,Renewed Flat,51.0
SUB-00846,XO3XXR9X,Dalttechnology,GTXPro,Maureen Marcano,2017-06-09,2018-06-09,4342.0,Churned,0.0
SUB-00847,ZWAJWK40,Vehement Capital Partners,MG Special,Violet Mclelland,2017-06-22,2018-06-22,48.0,Renewed Flat,48.0
SUB-00848,WQ0C723A,Kan-code,GTX Plus Pro,Zane Levy,2017-05-18,2018-05-18,5215.0,Renewed Flat,5215.0
SUB-00849,396WP6JS,Gogozoom,MG Special,Anna Snelling,2017-03-19,2018-03-19,58.0,Churned,0.0
SUB-00850,57689GK9,Finhigh,MG Advanced,Cecily Lampkin,2017-03-20,2018-03-20,3587.0,Renewed Flat,3587.0
SUB-00851,S2WDGIHL,Warephase,MG Advanced,Cecily Lampkin,2017-05-29,2018-05-28,2915.0,Churned,0.0
SUB-00852,8VG88HMH,Konex,GTXPro,Daniell Hammack,2017-06-28,2018-06-28,4762.0,Renewed Flat,4762.0
SUB-00853,TF7HCU69,Gekko & Co,GTX Plus Basic,Garret Kinder,2017-06-12,2018-06-12,1062.0,Renewed Flat,1062.0
SUB-00854,X7M4GO0J,Zencorporation,GTX Plus Basic,Violet Mclelland,2017-06-28,2018-06-28,1074.0,Renewed Flat,1074.0
SUB-00855,0YN6EALP,Scottech,MG Special,Anna Snelling,2017-03-17,2018-03-17,57.0,Renewed Flat,57.0
SUB-00856,A4LUP6W6,Zotware,GTX Basic,Cassey Cress,2017-05-22,2018-05-22,586.0,Renewed Flat,586.0
SUB-00857,KUK2H5MD,Rundofase,GTX Plus Basic,Cecily Lampkin,2017-06-13,2018-06-13,1184.0,Renewed Flat,1184.0
SUB-00858,UI1UION3,J-Texon,GTX Basic,James Ascencio,2017-06-10,2018-06-10,526.0,Renewed Flat,526.0
SUB-00859,ZPX96Q40,Condax,GTX Plus Pro,James Ascencio,2017-06-12,2018-06-12,5344.0,Expansion,6259.85
SUB-00860,I0CYLPNE,Konex,GTXPro,James Ascencio,2017-05-22,2018-05-22,4125.0,Renewed Flat,4125.0
SUB-00861,FGH181PC,Dalttechnology,GTX Basic,Kami Bicknell,2017-06-06,2018-06-06,528.0,Renewed Flat,528.0
SUB-00862,8OBC9CQE,Singletechno,MG Advanced,Kami Bicknell,2017-03-26,2018-03-26,3254.0,Renewed Flat,3254.0
SUB-00863,2Y84YR3K,J-Texon,GTX Basic,Kary Hendrixson,2017-05-24,2018-05-24,516.0,Expansion,649.04
SUB-00864,97QHOOWD,Y-corporation,GTX Basic,Kary Hendrixson,2017-03-27,2018-03-27,538.0,Expansion,668.67
SUB-00865,YL7XWUYO,Codehow,GTX Basic,Lajuana Vencill,2017-06-17,2018-06-17,459.0,Expansion,575.57
SUB-00866,Q949MQ5W,Sunnamplex,GTXPro,Maureen Marcano,2017-05-22,2018-05-22,5137.0,Renewed Flat,5137.0
SUB-00867,HZU0L5GS,Konmatfix,MG Advanced,Moses Frase,2017-06-04,2018-06-04,3330.0,Renewed Flat,3330.0
SUB-00868,8RF8XVYF,Conecom,GTX Basic,Versie Hillebrand,2017-05-10,2018-05-10,589.0,Churned,0.0
SUB-00869,ZILYYA1V,Goodsilron,MG Special,Vicki Laflamme,2017-03-30,2018-03-28,45.0,Renewed Flat,45.0
SUB-00870,WBJX6O2D,Opentech,GTX Plus Pro,Cassey Cress,2017-06-11,2018-06-11,5664.0,Expansion,7703.57
SUB-00871,T14K7M5G,Initech,GTX Plus Basic,Corliss Cosme,2017-06-11,2018-06-11,1074.0,Renewed Flat,1074.0
SUB-00872,HG07756D,Finjob,GTX Basic,Elease Gluck,2017-03-31,2018-03-28,481.0,Renewed Flat,481.0
SUB-00873,E7YSM99K,Labdrill,GTX Plus Basic,Elease Gluck,2017-06-02,2018-06-02,1101.0,Contraction,680.69
SUB-00874,4D1FP59D,Warephase,GTX Basic,Gladys Colclough,2017-06-23,2018-06-23,522.0,Renewed Flat,522.0
SUB-00875,TK29F68V,Y-corporation,MG Special,Hayden Neloms,2017-06-13,2018-06-13,49.0,Renewed Flat,49.0
SUB-00876,N3H82NHO,Newex,GTXPro,Kami Bicknell,2017-06-02,2018-06-02,4865.0,Renewed Flat,4865.0
SUB-00877,GTANESSU,Isdom,GTX Plus Basic,Lajuana Vencill,2017-05-22,2018-05-22,991.0,Renewed Flat,991.0
SUB-00878,LA0O6BHX,Dontechi,GTX Plus Pro,Lajuana Vencill,2017-05-27,2018-05-27,4509.0,Churned,0.0
SUB-00879,RRKQ0P07,Nam-zim,GTXPro,Markita Hansen,2017-05-03,2018-05-03,5169.0,Renewed Flat,5169.0
SUB-00880,J4V3VKQ5,Sonron,GTX Basic,Maureen Marcano,2017-03-27,2018-03-27,491.0,Renewed Flat,491.0
SUB-00881,17U8549G,Labdrill,GTXPro,Maureen Marcano,2017-06-15,2018-06-15,4281.0,Renewed Flat,4281.0
SUB-00882,Y34MVXP3,Kinnamplus,MG Advanced,Rosie Papadopoulos,2017-06-27,2018-06-27,3443.0,Renewed Flat,3443.0
SUB-00883,N8G3G1UF,Gogozoom,MG Special,Versie Hillebrand,2017-05-29,2018-05-28,60.0,Renewed Flat,60.0
SUB-00884,SDXZB8MC,Hottechi,MG Special,Versie Hillebrand,2017-06-20,2018-06-20,53.0,Renewed Flat,53.0
SUB-00885,PFUE2JYB,Finjob,MG Special,Vicki Laflamme,2017-05-26,2018-05-26,56.0,Renewed Flat,56.0
SUB-00886,4A8SFEJ2,Scotfind,GTX Basic,Zane Levy,2017-03-17,2018-03-17,665.0,Renewed Flat,665.0
SUB-00887,HEG8WPQF,Inity,GTX Plus Basic,Anna Snelling,2017-05-09,2018-05-09,1140.0,Contraction,865.45
SUB-00888,0FST40LV,Streethex,MG Special,Anna Snelling,2017-05-25,2018-05-25,52.0,Renewed Flat,52.0
SUB-00889,I7WERQ6B,Warephase,MG Special,Anna Snelling,2017-06-08,2018-06-08,52.0,Renewed Flat,52.0
SUB-00890,V0EIMVES,Konmatfix,GTX Plus Pro,Cecily Lampkin,2017-05-13,2018-05-13,5121.0,Renewed Flat,5121.0
SUB-00891,DL4SZAGH,Rundofase,MG Advanced,Cecily Lampkin,2017-03-31,2018-03-28,3611.0,Expansion,4895.93
SUB-00892,RVIU1YQ8,Massive Dynamic,MG Special,Corliss Cosme,2017-03-24,2018-03-24,50.0,Renewed Flat,50.0
SUB-00893,ZNSWDHTJ,Rundofase,GTX Basic,Darcel Schlecht,2017-05-15,2018-05-15,618.0,Expansion,813.44
SUB-00894,A2G8VYZY,Globex Corporation,GTX Plus Basic,Darcel Schlecht,2017-03-17,2018-03-17,1247.0,Renewed Flat,1247.0
SUB-00895,Y9B94N72,Donware,MG Special,Garret Kinder,2017-05-03,2018-05-03,55.0,Renewed Flat,55.0
SUB-00896,34MBPHRL,Singletechno,GTX Plus Basic,Hayden Neloms,2017-06-17,2018-06-17,1157.0,Renewed Flat,1157.0
SUB-00897,K73K8IQ3,Hottechi,GTX Basic,Kary Hendrixson,2017-05-22,2018-05-22,537.0,Renewed Flat,537.0
SUB-00898,8L5WBK75,Dalttechnology,GTXPro,Kary Hendrixson,2017-03-30,2018-03-28,4955.0,Renewed Flat,4955.0
SUB-00899,Z1RN8D42,Singletechno,GTXPro,Kary Hendrixson,2017-06-02,2018-06-02,5606.0,Renewed Flat,5606.0
SUB-00900,JV1NCDKP,Isdom,MG Special,Moses Frase,2017-05-11,2018-05-11,57.0,Renewed Flat,57.0
SUB-00901,ECCVMNUZ,Sunnamplex,MG Special,Rosalina Dieter,2017-05-20,2018-05-20,66.0,Renewed Flat,66.0
SUB-00902,A3GVFKYP,Dalttechnology,GTXPro,Zane Levy,2017-06-27,2018-06-27,5113.0,Renewed Flat,5113.0
SUB-00903,COTHR6F7,Sunnamplex,GTXPro,Zane Levy,2017-05-22,2018-05-22,4595.0,Renewed Flat,4595.0
SUB-00904,3OAEEV0S,Gekko & Co,MG Advanced,Cassey Cress,2017-03-21,2018-03-21,3503.0,Renewed Flat,3503.0
SUB-00905,RTH5O6ZW,Mathtouch,MG Advanced,Cassey Cress,2017-06-13,2018-06-13,3600.0,Churned,0.0
SUB-00906,GH6U8WWN,Massive Dynamic,GTX Basic,Daniell Hammack,2017-03-19,2018-03-19,425.0,Renewed Flat,425.0
SUB-00907,GVNI96XB,Dontechi,GTXPro,Darcel Schlecht,2017-06-20,2018-06-20,4565.0,Expansion,5149.18
SUB-00908,KC324LPK,Ron-tech,GTXPro,Darcel Schlecht,2017-05-22,2018-05-22,4754.0,Renewed Flat,4754.0
SUB-00909,2Y2R082L,dambase,MG Special,Darcel Schlecht,2017-05-06,2018-05-06,62.0,Expansion,83.3
SUB-00910,HALGOQ5D,Betasoloin,GTXPro,Donn Cantrell,2017-05-30,2018-05-28,4688.0,Renewed Flat,4688.0
SUB-00911,1R38Y0C1,Golddex,MG Advanced,Elease Gluck,2017-03-20,2018-03-20,3386.0,Renewed Flat,3386.0
SUB-00912,3QQW8VJ2,Xx-zobam,GTXPro,Garret Kinder,2017-06-06,2018-06-06,3869.0,Renewed Flat,3869.0
SUB-00913,8JS4BWQ7,Streethex,GTX Basic,Gladys Colclough,2017-03-24,2018-03-24,615.0,Renewed Flat,615.0
SUB-00914,78TOITP2,Finhigh,MG Special,Gladys Colclough,2017-05-18,2018-05-18,55.0,Renewed Flat,55.0
SUB-00915,YHNBSXPN,Hatfan,GTX Plus Basic,Maureen Marcano,2017-03-25,2018-03-25,1019.0,Renewed Flat,1019.0
SUB-00916,TW6D3KT4,Blackzim,MG Advanced,Maureen Marcano,2017-05-12,2018-05-12,2798.0,Renewed Flat,2798.0
SUB-00917,Z8RI8RLU,Streethex,GTX Basic,Moses Frase,2017-06-03,2018-06-03,502.0,Expansion,682.93
SUB-00918,FT0L8HZZ,Isdom,MG Advanced,Moses Frase,2017-03-16,2018-03-16,3323.0,Expansion,4620.7
SUB-00919,E96ZTKHC,Scotfind,GTX Basic,Vicki Laflamme,2017-03-17,2018-03-17,542.0,Renewed Flat,542.0
SUB-00920,RZ08GKZY,Faxquote,GTXPro,Zane Levy,2017-05-22,2018-05-22,5172.0,Renewed Flat,5172.0
SUB-00921,9U6RAS0M,Umbrella Corporation,GTX Basic,Cassey Cress,2017-03-31,2018-03-28,538.0,Renewed Flat,538.0
SUB-00922,3S31RHE5,Betasoloin,GTXPro,Cassey Cress,2017-05-18,2018-05-18,4497.0,Renewed Flat,4497.0
SUB-00923,GOM8T4Y4,Codehow,GTX Plus Basic,Darcel Schlecht,2017-05-09,2018-05-09,1178.0,Renewed Flat,1178.0
SUB-00924,7Z5AVSH6,Treequote,GTXPro,Darcel Schlecht,2017-06-21,2018-06-21,4969.0,Renewed Flat,4969.0
SUB-00925,E7OPE1O8,Rangreen,MG Special,Darcel Schlecht,2017-03-20,2018-03-20,60.0,Renewed Flat,60.0
SUB-00926,647E6ED0,Dontechi,MG Advanced,Darcel Schlecht,2017-06-05,2018-06-05,2875.0,Expansion,3479.52
SUB-00927,M9OTPNII,Donware,GTX Plus Pro,Garret Kinder,2017-05-20,2018-05-20,6177.0,Expansion,7858.56
SUB-00928,086279IX,Kan-code,GTXPro,Kary Hendrixson,2017-06-14,2018-06-14,4369.0,Expansion,5913.64
SUB-00929,6EEC9HQQ,Y-corporation,GTXPro,Kary Hendrixson,2017-05-21,2018-05-21,4878.0,Contraction,4124.49
SUB-00930,MHN0SWM2,Genco Pura Olive Oil Company,GTX Plus Pro,Lajuana Vencill,2017-06-21,2018-06-21,4527.0,Renewed Flat,4527.0
SUB-00931,IGELOJ42,Cancity,GTX Plus Pro,Moses Frase,2017-06-03,2018-06-03,6102.0,Renewed Flat,6102.0
SUB-00932,0LMA8GMJ,Bubba Gump,GTX Plus Pro,Rosie Papadopoulos,2017-05-10,2018-05-10,4983.0,Renewed Flat,4983.0
SUB-00933,E40RN3MN,Isdom,MG Special,Versie Hillebrand,2017-03-25,2018-03-25,47.0,Churned,0.0
SUB-00934,093R7PK9,Zoomit,MG Special,Vicki Laflamme,2017-06-11,2018-06-11,52.0,Expansion,61.37
SUB-00935,I8A9OXP2,Gekko & Co,GTXPro,Violet Mclelland,2017-06-25,2018-06-25,5031.0,Renewed Flat,5031.0
SUB-00936,7IFEKEMG,Bioplex,MG Special,Violet Mclelland,2017-06-06,2018-06-06,53.0,Expansion,63.21
SUB-00937,K2KK9SW2,Inity,GTX Basic,Anna Snelling,2017-05-02,2018-05-02,550.0,Renewed Flat,550.0
SUB-00938,8SIG4C8X,Donquadtech,GTXPro,Boris Faz,2017-06-06,2018-06-06,5223.0,Renewed Flat,5223.0
SUB-00939,K4ETVW4H,Betasoloin,MG Special,Boris Faz,2017-05-12,2018-05-12,53.0,Churned,0.0
SUB-00940,YA2NDY1H,Bluth Company,GTXPro,Cassey Cress,2017-05-17,2018-05-17,4519.0,Renewed Flat,4519.0
SUB-00941,G6DYTQQE,Vehement Capital Partners,GTXPro,Corliss Cosme,2017-06-01,2018-06-01,4833.0,Renewed Flat,4833.0
SUB-00942,RZZ9K7UN,Zencorporation,GTX Plus Pro,Daniell Hammack,2017-06-29,2018-06-28,5407.0,Renewed Flat,5407.0
SUB-00943,YZ9ZKK3P,Finjob,MG Special,Hayden Neloms,2017-05-08,2018-05-08,56.0,Renewed Flat,56.0
SUB-00944,E1921PBZ,Finjob,GTX Basic,Kary Hendrixson,2017-05-23,2018-05-23,468.0,Renewed Flat,468.0
SUB-00945,0E761F02,Kan-code,GTX Basic,Kary Hendrixson,2017-05-02,2018-05-02,579.0,Expansion,674.27
SUB-00946,HDBNC8W1,Treequote,MG Advanced,Lajuana Vencill,2017-06-11,2018-06-11,3185.0,Renewed Flat,3185.0
SUB-00947,KP6NOWM7,Cheers,MG Special,Markita Hansen,2017-06-03,2018-06-03,54.0,Renewed Flat,54.0
SUB-00948,HPYLUU5P,Newex,MG Special,Maureen Marcano,2017-06-26,2018-06-26,62.0,Renewed Flat,62.0
SUB-00949,RSFYKC1F,Betatech,GTX Basic,Moses Frase,2017-06-25,2018-06-25,619.0,Expansion,825.16
SUB-00950,CG65AS6X,Xx-holding,GTXPro,Vicki Laflamme,2017-03-29,2018-03-28,4408.0,Renewed Flat,4408.0
SUB-00951,9XV6GX8D,Cheers,GTX Basic,Zane Levy,2017-06-07,2018-06-07,605.0,Renewed Flat,605.0
SUB-00952,IDIMBX0N,Genco Pura Olive Oil Company,GTX Plus Pro,Anna Snelling,2017-03-26,2018-03-26,6064.0,Renewed Flat,6064.0
SUB-00953,W75XU368,Plussunin,GTX Basic,Cassey Cress,2017-06-17,2018-06-17,641.0,Renewed Flat,641.0
SUB-00954,WIY2Q0Q5,Vehement Capital Partners,GTX Basic,Cassey Cress,2017-05-17,2018-05-17,491.0,Renewed Flat,491.0
SUB-00955,4PXSBQU8,Codehow,MG Special,Darcel Schlecht,2017-05-27,2018-05-27,47.0,Renewed Flat,47.0
SUB-00956,QRKHWNRB,Faxquote,MG Special,Elease Gluck,2017-06-25,2018-06-25,63.0,Renewed Flat,63.0
SUB-00957,1YGNHE69,Sumace,MG Advanced,Garret Kinder,2017-05-18,2018-05-18,3291.0,Renewed Flat,3291.0
SUB-00958,TAEUD0HP,Singletechno,GTX Plus Basic,Hayden Neloms,2017-06-10,2018-06-10,1188.0,Renewed Flat,1188.0
SUB-00959,FCW4SAAP,Scotfind,GTX Basic,Kary Hendrixson,2017-06-11,2018-06-11,478.0,Renewed Flat,478.0
SUB-00960,DEH0MYSO,Green-Plus,MG Special,Kary Hendrixson,2017-05-24,2018-05-24,60.0,Renewed Flat,60.0
SUB-00961,PEVJ6O6R,Silis,GTXPro,Reed Clapper,2017-03-27,2018-03-27,4064.0,Expansion,4609.17
SUB-00962,T02CX0BY,Ontomedia,MG Advanced,Reed Clapper,2017-03-31,2018-03-28,2550.0,Renewed Flat,2550.0
SUB-00963,FHLNW3WH,Statholdings,MG Advanced,Versie Hillebrand,2017-06-21,2018-06-21,3378.0,Renewed Flat,3378.0
SUB-00964,IAVMELUO,Gekko & Co,GTXPro,Wilburn Farren,2017-05-30,2018-05-28,6135.0,Renewed Flat,6135.0
SUB-00965,PRMMZX9O,Newex,GTX Plus Basic,Zane Levy,2017-06-02,2018-06-02,999.0,Renewed Flat,999.0
SUB-00966,ZZFES7ID,Singletechno,MG Special,Zane Levy,2017-06-05,2018-06-05,52.0,Renewed Flat,52.0
SUB-00967,VS0TWECS,Plussunin,GTX Basic,Cassey Cress,2017-06-18,2018-06-18,530.0,Renewed Flat,530.0
SUB-00968,XN7EV14M,Konmatfix,GTX Basic,Cecily Lampkin,2017-05-09,2018-05-09,538.0,Renewed Flat,538.0
SUB-00969,P5BRH80Z,Rundofase,MG Special,Cecily Lampkin,2017-03-27,2018-03-27,53.0,Renewed Flat,53.0
SUB-00970,CQVDJR45,Scottech,GTXPro,Darcel Schlecht,2017-06-12,2018-06-12,5416.0,Renewed Flat,5416.0
SUB-00971,RW13VT8T,Mathtouch,GTX Plus Pro,Garret Kinder,2017-05-11,2018-05-11,4995.0,Renewed Flat,4995.0
SUB-00972,87XTACKH,Bioholding,GTX Plus Basic,Jonathan Berthelot,2017-05-26,2018-05-26,1137.0,Renewed Flat,1137.0
SUB-00973,0Z2CQ0MQ,Sonron,GTX Basic,Kami Bicknell,2017-03-28,2018-03-28,453.0,Renewed Flat,453.0
SUB-00974,4SK6YLB0,Hottechi,GTX Plus Basic,Kami Bicknell,2017-05-27,2018-05-27,1065.0,Renewed Flat,1065.0
SUB-00975,EVVX3PQ5,Singletechno,GTXPro,Kami Bicknell,2017-05-04,2018-05-04,4373.0,Renewed Flat,4373.0
SUB-00976,9Y3JDP1B,Labdrill,MG Advanced,Kami Bicknell,2017-06-19,2018-06-19,2560.0,Renewed Flat,2560.0
SUB-00977,COWC9H9T,Groovestreet,GTX Plus Basic,Markita Hansen,2017-03-31,2018-03-28,1171.0,Expansion,1349.82
SUB-00978,ZTHMJWYZ,Konex,MG Special,Markita Hansen,2017-06-22,2018-06-22,53.0,Renewed Flat,53.0
SUB-00979,MMGWAWBA,Treequote,GTX Plus Pro,Marty Freudenburg,2017-06-02,2018-06-02,6553.0,Expansion,8191.77
SUB-00980,8LPO6YCO,Betatech,MG Advanced,Marty Freudenburg,2017-05-07,2018-05-07,3542.0,Expansion,4752.87
SUB-00981,CDUIUYY2,Finhigh,MG Advanced,Moses Frase,2017-06-11,2018-06-11,3619.0,Renewed Flat,3619.0
SUB-00982,9328IHHL,Bluth Company,MG Advanced,Wilburn Farren,2017-05-18,2018-05-18,3589.0,Churned,0.0
SUB-00983,ZFB7CBR6,Plexzap,GTX Plus Pro,Zane Levy,2017-05-13,2018-05-13,6262.0,Renewed Flat,6262.0
SUB-00984,6RJE18RW,Acme Corporation,GTX Plus Basic,Cassey Cress,2017-03-24,2018-03-24,1161.0,Renewed Flat,1161.0
SUB-00985,GK86H0SK,Umbrella Corporation,GTXPro,Cassey Cress,2017-03-28,2018-03-28,4975.0,Churned,0.0
SUB-00986,QXU90OP8,Zotware,GTX Basic,Corliss Cosme,2017-03-22,2018-03-22,586.0,Churned,0.0
SUB-00987,NXXSU27K,The New York Inquirer,MG Special,Corliss Cosme,2017-03-25,2018-03-25,41.0,Renewed Flat,41.0
SUB-00988,06YL7WVJ,Ron-tech,GTX Plus Basic,Darcel Schlecht,2017-03-21,2018-03-21,929.0,Renewed Flat,929.0
SUB-00989,K4Y8R0FX,Streethex,MG Special,Darcel Schlecht,2017-06-04,2018-06-04,65.0,Expansion,79.65
SUB-00990,F8O0IY28,Zencorporation,GTX Basic,Donn Cantrell,2017-03-30,2018-03-28,574.0,Renewed Flat,574.0
SUB-00991,T0SEVT4K,Labdrill,MG Advanced,Hayden Neloms,2017-06-16,2018-06-16,3028.0,Renewed Flat,3028.0
SUB-00992,36VPT9RZ,Singletechno,GTX Basic,James Ascencio,2017-03-26,2018-03-26,403.0,Renewed Flat,403.0
SUB-00993,7Q7SA3EK,Kan-code,MG Advanced,Kami Bicknell,2017-06-07,2018-06-07,3290.0,Expansion,4229.09
SUB-00994,B5CBSTM5,Golddex,MG Advanced,Kary Hendrixson,2017-03-29,2018-03-28,3550.0,Expansion,4884.55
SUB-00995,SNBYNW8H,Rangreen,MG Advanced,Moses Frase,2017-06-23,2018-06-23,3657.0,Renewed Flat,3657.0
SUB-00996,IEN6RBZI,Zotware,GTX Plus Basic,Reed Clapper,2017-06-24,2018-06-24,1046.0,Expansion,1226.95
SUB-00997,9P026O47,Warephase,MG Special,Versie Hillebrand,2017-05-27,2018-05-27,50.0,Renewed Flat,50.0
SUB-00998,AJLNEUVY,Funholding,MG Advanced,Versie Hillebrand,2017-03-27,2018-03-27,2871.0,Renewed Flat,2871.0
SUB-00999,LJIAOC0Q,Bioplex,MG Special,Violet Mclelland,2017-06-04,2018-06-04,52.0,Renewed Flat,52.0
SUB-01000,HP6DSCMH,Kan-code,GTX Basic,Boris Faz,2017-06-12,2018-06-12,564.0,Renewed Flat,564.0
SUB-01001,GGPSSI5Q,Ganjaflex,MG Advanced,Daniell Hammack,2017-06-02,2018-06-02,3780.0,Renewed Flat,3780.0
SUB-01002,4D95LU0H,dambase,GTX Basic,Darcel Schlecht,2017-06-24,2018-06-24,491.0,Renewed Flat,491.0
SUB-01003,KA79LTFF,Dontechi,GTX Basic,Darcel Schlecht,2017-03-30,2018-03-28,604.0,Renewed Flat,604.0
